cordon,zone_ext,direction,flux_type,charge,classe_distance,nb_pl_jour,distance_km,dep_ext,reg_ext,mz_ext,com_ext
macon,3333,sortant,I,C,D2,0.26,155.0,25.0,1.0,,25056.0
macon,3333,sortant,I,V,D2,0.09,155.0,25.0,1.0,,25056.0
macon,3336,entrant,I,C,D2,0.01,128.5,39.0,1.0,,39545.0
macon,3336,entrant,I,V,D2,0.01,128.5,39.0,1.0,,39545.0
macon,3336,sortant,I,C,D2,0.01,126.6,39.0,1.0,,39545.0
macon,3336,sortant,I,V,D2,0.01,126.6,39.0,1.0,,39545.0
macon,3338,entrant,I,C,D2,0.25,123.5,21.0,1.0,,21515.0
macon,3338,entrant,I,V,D2,0.12,123.5,21.0,1.0,,21515.0
macon,3338,sortant,I,C,D2,0.02,132.6,21.0,1.0,,21515.0
macon,3338,sortant,I,V,D2,0.01,132.6,21.0,1.0,,21515.0
macon,3354,entrant,I,C,D3,0.75,285.3,89.0,1.0,,89209.0
macon,3354,entrant,I,V,D3,0.19,285.3,89.0,1.0,,89209.0
macon,3354,sortant,I,C,D3,0.49,287.9,89.0,1.0,,89209.0
macon,3354,sortant,I,V,D3,0.36,287.9,89.0,1.0,,89209.0
macon,3368,sortant,I,C,D2,0.07,170.7,21.0,1.0,,21479.0
macon,3368,sortant,I,V,D2,0.03,170.7,21.0,1.0,,21479.0
macon,3378,entrant,I,C,D2,0.01,149.8,58.0,1.0,,58194.0
macon,3378,entrant,I,V,D2,0.01,157.1,58.0,1.0,,58194.0
macon,3378,sortant,I,C,D2,0.0,153.6,58.0,1.0,,58194.0
macon,3378,sortant,I,V,D2,0.0,153.6,58.0,1.0,,58194.0
macon,3379,entrant,I,C,D3,0.05,213.4,89.0,1.0,,89291.0
macon,3379,entrant,I,V,D3,0.01,213.4,89.0,1.0,,89291.0
macon,3387,sortant,I,C,D3,0.05,200.4,90.0,1.0,,90017.0
macon,3387,sortant,I,V,D3,0.01,200.4,90.0,1.0,,90017.0
macon,3389,sortant,I,C,D3,0.0,225.2,25.0,1.0,,25424.0
macon,3389,sortant,I,V,D3,0.0,225.2,25.0,1.0,,25424.0
macon,3394,entrant,I,C,D2,0.0,119.1,39.0,1.0,,39478.0
macon,3394,entrant,I,V,D2,0.0,119.1,39.0,1.0,,39478.0
macon,3394,sortant,I,C,D2,0.02,111.5,39.0,1.0,,39478.0
macon,3394,sortant,I,V,D2,0.02,111.5,39.0,1.0,,39478.0
macon,3410,sortant,I,C,D3,0.04,230.6,89.0,1.0,,89469.0
macon,3410,sortant,I,V,D3,0.03,230.6,89.0,1.0,,89469.0
macon,3424,entrant,I,C,D2,0.02,180.0,70.0,1.0,,70310.0
macon,3424,entrant,I,C,D3,0.2,212.7,70.0,1.0,,70310.0
macon,3424,entrant,I,V,D2,0.02,180.0,70.0,1.0,,70310.0
macon,3424,entrant,I,V,D3,0.06,212.7,70.0,1.0,,70310.0
macon,3424,sortant,I,C,D3,0.59,227.2,70.0,1.0,,70310.0
macon,3424,sortant,I,V,D3,0.15,227.2,70.0,1.0,,70310.0
macon,3425,entrant,I,C,D2,0.03,116.4,25.0,1.0,,25334.0
macon,3425,entrant,I,V,D2,0.02,116.4,25.0,1.0,,25334.0
macon,3425,sortant,I,C,D2,0.04,148.6,25.0,1.0,,25334.0
macon,3425,sortant,I,V,D2,0.01,148.6,25.0,1.0,,25334.0
macon,3429,entrant,I,C,D2,0.75,129.0,21.0,1.0,,21023.0
macon,3429,entrant,I,V,D2,0.28,129.0,21.0,1.0,,21023.0
macon,3429,sortant,I,C,D2,0.47,109.6,21.0,1.0,,21023.0
macon,3429,sortant,I,V,D2,0.55,109.6,21.0,1.0,,21023.0
macon,3433,entrant,I,C,D2,0.12,149.1,58.0,1.0,,58194.0
macon,3433,entrant,I,V,D2,0.08,156.5,58.0,1.0,,58194.0
macon,3433,sortant,I,C,D2,0.04,153.0,58.0,1.0,,58194.0
macon,3433,sortant,I,V,D2,0.03,153.0,58.0,1.0,,58194.0
macon,3442,entrant,I,C,D2,0.14,156.5,25.0,1.0,,25056.0
macon,3442,entrant,I,V,D2,0.1,156.5,25.0,1.0,,25056.0
macon,3442,sortant,I,C,D2,0.23,155.7,25.0,1.0,,25056.0
macon,3442,sortant,I,V,D2,0.07,155.7,25.0,1.0,,25056.0
macon,3447,entrant,I,V,D2,0.13,112.3,71.0,1.0,,71073.0
macon,3447,sortant,I,C,D2,0.09,105.6,71.0,1.0,,71073.0
macon,3447,sortant,I,V,D2,0.13,105.6,71.0,1.0,,71073.0
macon,3448,sortant,I,C,D2,0.02,105.2,71.0,1.0,,71176.0
macon,3448,sortant,I,V,D2,0.02,105.2,71.0,1.0,,71176.0
macon,3450,sortant,I,C,D2,0.01,142.2,58.0,1.0,,58145.0
macon,3450,sortant,I,V,D2,0.01,142.2,58.0,1.0,,58145.0
macon,3465,sortant,I,C,D2,0.02,122.9,58.0,1.0,,58095.0
macon,3465,sortant,I,V,D2,0.01,122.9,58.0,1.0,,58095.0
macon,3472,sortant,I,C,D2,0.0,107.3,71.0,1.0,,71010.0
macon,3472,sortant,I,V,D2,0.0,107.3,71.0,1.0,,71010.0
macon,3476,entrant,I,C,D2,0.15,154.9,25.0,1.0,,25056.0
macon,3476,entrant,I,V,D2,0.1,154.9,25.0,1.0,,25056.0
macon,3476,sortant,I,C,D2,0.23,153.9,25.0,1.0,,25056.0
macon,3476,sortant,I,V,D2,0.08,153.9,25.0,1.0,,25056.0
macon,3478,entrant,I,C,D2,0.06,151.0,25.0,1.0,,25056.0
macon,3478,entrant,I,V,D2,0.04,151.0,25.0,1.0,,25056.0
macon,3478,sortant,I,C,D2,0.09,150.8,25.0,1.0,,25056.0
macon,3478,sortant,I,V,D2,0.03,150.8,25.0,1.0,,25056.0
macon,3480,entrant,I,C,D3,0.05,204.5,89.0,1.0,,89018.0
macon,3480,entrant,I,V,D3,0.01,204.5,89.0,1.0,,89018.0
macon,3480,sortant,I,C,D3,0.04,221.9,89.0,1.0,,89018.0
macon,3480,sortant,I,V,D3,0.03,221.9,89.0,1.0,,89018.0
macon,3484,entrant,I,C,D2,0.1,188.3,89.0,1.0,,89441.0
macon,3484,entrant,I,V,D2,0.0,188.3,89.0,1.0,,89441.0
macon,3498,entrant,I,C,D2,0.04,115.4,21.0,1.0,,21054.0
macon,3498,entrant,I,V,D2,0.04,113.0,21.0,1.0,,21054.0
macon,3498,sortant,I,C,D2,0.08,114.4,21.0,1.0,,21054.0
macon,3498,sortant,I,V,D2,0.01,116.5,21.0,1.0,,21054.0
macon,3504,entrant,I,C,D2,0.25,124.4,21.0,1.0,,21231.0
macon,3504,entrant,I,V,D2,0.09,124.4,21.0,1.0,,21231.0
macon,3504,sortant,I,C,D2,0.26,128.4,21.0,1.0,,21231.0
macon,3504,sortant,I,V,D2,0.14,137.7,21.0,1.0,,21231.0
macon,3507,sortant,I,C,D3,0.0,255.0,25.0,1.0,,25388.0
macon,3507,sortant,I,V,D3,0.0,255.0,25.0,1.0,,25388.0
macon,3509,entrant,I,C,D2,0.56,107.0,21.0,1.0,,21464.0
macon,3509,entrant,I,V,D2,0.24,107.0,21.0,1.0,,21464.0
macon,3509,sortant,I,C,D2,0.55,107.3,21.0,1.0,,21464.0
macon,3509,sortant,I,V,D2,0.38,107.3,21.0,1.0,,21464.0
macon,3512,entrant,I,C,D3,0.0,201.8,90.0,1.0,,90010.0
macon,3512,entrant,I,V,D3,0.0,201.8,90.0,1.0,,90010.0
macon,3512,sortant,I,C,D2,0.0,199.9,90.0,1.0,,90010.0
macon,3512,sortant,I,V,D2,0.0,199.9,90.0,1.0,,90010.0
macon,3518,entrant,I,C,D2,0.19,152.4,25.0,1.0,,25056.0
macon,3518,entrant,I,V,D2,0.13,152.4,25.0,1.0,,25056.0
macon,3518,sortant,I,C,D2,0.3,150.9,25.0,1.0,,25056.0
macon,3518,sortant,I,V,D2,0.1,150.9,25.0,1.0,,25056.0
macon,3541,entrant,I,C,D2,0.14,124.8,21.0,1.0,,21231.0
macon,3541,entrant,I,V,D2,0.05,124.8,21.0,1.0,,21231.0
macon,3541,sortant,I,C,D2,0.15,128.8,21.0,1.0,,21231.0
macon,3541,sortant,I,V,D2,0.08,138.0,21.0,1.0,,21231.0
macon,3542,sortant,I,C,D2,0.04,121.8,25.0,1.0,,25495.0
macon,3542,sortant,I,V,D2,0.01,121.8,25.0,1.0,,25495.0
macon,3568,sortant,I,C,D2,0.42,148.7,21.0,1.0,,21230.0
macon,3568,sortant,I,V,D2,0.52,148.7,21.0,1.0,,21230.0
macon,3570,entrant,I,C,D2,0.1,148.0,58.0,1.0,,58194.0
macon,3570,entrant,I,V,D2,0.07,155.3,58.0,1.0,,58194.0
macon,3570,sortant,I,C,D2,0.03,151.9,58.0,1.0,,58194.0
macon,3570,sortant,I,V,D2,0.03,151.9,58.0,1.0,,58194.0
macon,3571,sortant,I,C,D2,0.04,159.4,21.0,1.0,,21389.0
macon,3571,sortant,I,V,D2,0.05,159.4,21.0,1.0,,21389.0
macon,3573,entrant,I,C,D2,0.16,124.8,21.0,1.0,,21231.0
macon,3573,entrant,I,V,D2,0.05,124.8,21.0,1.0,,21231.0
macon,3573,sortant,I,C,D2,0.18,128.4,21.0,1.0,,21231.0
macon,3573,sortant,I,V,D2,0.08,139.9,21.0,1.0,,21231.0
macon,3577,entrant,I,C,D2,0.04,111.5,21.0,1.0,,21186.0
macon,3577,entrant,I,V,D2,0.02,111.5,21.0,1.0,,21186.0
macon,3588,entrant,I,C,D2,0.02,154.5,58.0,1.0,,58303.0
macon,3588,entrant,I,V,D2,0.01,154.5,58.0,1.0,,58303.0
macon,3589,sortant,I,C,D2,0.02,165.2,89.0,1.0,,89351.0
macon,3589,sortant,I,V,D2,0.0,165.2,89.0,1.0,,89351.0
macon,3603,entrant,I,C,D2,0.03,186.4,89.0,1.0,,89076.0
macon,3603,entrant,I,V,D2,0.01,186.4,89.0,1.0,,89076.0
macon,3606,entrant,I,V,D2,0.03,112.1,71.0,1.0,,71153.0
macon,3606,sortant,I,C,D2,0.03,111.3,71.0,1.0,,71153.0
macon,3606,sortant,I,V,D2,0.04,111.3,71.0,1.0,,71153.0
macon,3607,entrant,I,C,D2,0.24,105.6,39.0,1.0,,39198.0
macon,3607,entrant,I,V,D2,0.22,105.6,39.0,1.0,,39198.0
macon,3607,sortant,I,C,D2,0.3,115.1,39.0,1.0,,39198.0
macon,3607,sortant,I,V,D2,0.33,115.1,39.0,1.0,,39198.0
macon,3608,entrant,I,C,D2,0.05,100.6,71.0,1.0,,71014.0
macon,3608,entrant,I,V,D2,0.21,107.6,71.0,1.0,,71014.0
macon,3608,sortant,I,C,D2,0.1,104.4,71.0,1.0,,71014.0
macon,3608,sortant,I,V,D2,0.1,104.4,71.0,1.0,,71014.0
macon,3618,sortant,I,C,D2,0.01,106.7,71.0,1.0,,71131.0
macon,3618,sortant,I,V,D2,0.01,106.7,71.0,1.0,,71131.0
macon,3630,entrant,I,V,D2,0.04,104.0,71.0,1.0,,71306.0
macon,3631,sortant,I,C,D2,0.02,127.1,58.0,1.0,,58095.0
macon,3631,sortant,I,V,D2,0.02,127.1,58.0,1.0,,58095.0
macon,3635,entrant,I,C,D2,0.01,168.4,89.0,1.0,,89024.0
macon,3635,entrant,I,C,D3,0.08,225.9,89.0,1.0,,89024.0
macon,3635,entrant,I,V,D2,0.0,168.4,89.0,1.0,,89024.0
macon,3635,entrant,I,V,D3,0.01,225.9,89.0,1.0,,89024.0
macon,3635,sortant,I,C,D2,0.0,168.7,89.0,1.0,,89024.0
macon,3635,sortant,I,C,D3,0.03,226.8,89.0,1.0,,89024.0
macon,3635,sortant,I,V,D2,0.0,168.7,89.0,1.0,,89024.0
macon,3635,sortant,I,V,D3,0.01,226.8,89.0,1.0,,89024.0
macon,3640,entrant,I,V,D2,0.01,112.1,71.0,1.0,,71153.0
macon,3640,sortant,I,C,D2,0.01,111.1,71.0,1.0,,71153.0
macon,3640,sortant,I,V,D2,0.01,111.1,71.0,1.0,,71153.0
macon,3663,entrant,I,C,D2,0.04,142.9,58.0,1.0,,58134.0
macon,3663,entrant,I,V,D2,0.02,142.9,58.0,1.0,,58134.0
macon,3663,sortant,I,C,D2,0.34,161.0,58.0,1.0,,58134.0
macon,3663,sortant,I,V,D2,0.31,161.0,58.0,1.0,,58134.0
macon,3683,entrant,I,C,D2,0.33,126.2,21.0,1.0,,21231.0
macon,3683,entrant,I,V,D2,0.12,126.2,21.0,1.0,,21231.0
macon,3683,sortant,I,C,D2,0.3,131.2,21.0,1.0,,21231.0
macon,3683,sortant,I,V,D2,0.15,140.1,21.0,1.0,,21231.0
macon,3689,entrant,I,V,D2,0.02,111.7,71.0,1.0,,71153.0
macon,3689,sortant,I,C,D2,0.02,110.7,71.0,1.0,,71153.0
macon,3689,sortant,I,V,D2,0.02,110.7,71.0,1.0,,71153.0
macon,3691,entrant,I,C,D2,0.06,146.6,58.0,1.0,,58194.0
macon,3691,entrant,I,V,D2,0.04,153.9,58.0,1.0,,58194.0
macon,3691,sortant,I,C,D2,0.02,150.5,58.0,1.0,,58194.0
macon,3691,sortant,I,V,D2,0.02,150.5,58.0,1.0,,58194.0
macon,3693,entrant,I,C,D2,0.19,126.7,21.0,1.0,,21231.0
macon,3693,entrant,I,V,D2,0.06,126.7,21.0,1.0,,21231.0
macon,3693,sortant,I,C,D2,0.25,129.5,21.0,1.0,,21231.0
macon,3693,sortant,I,V,D2,0.13,138.5,21.0,1.0,,21231.0
macon,3707,entrant,I,C,D2,0.41,108.8,21.0,1.0,,21464.0
macon,3707,entrant,I,V,D2,0.16,108.8,21.0,1.0,,21464.0
macon,3707,sortant,I,C,D2,0.45,108.7,21.0,1.0,,21464.0
macon,3707,sortant,I,V,D2,0.27,108.7,21.0,1.0,,21464.0
macon,3711,entrant,I,C,D2,0.14,124.2,21.0,1.0,,21231.0
macon,3711,entrant,I,V,D2,0.04,124.2,21.0,1.0,,21231.0
macon,3711,sortant,I,C,D2,0.16,128.1,21.0,1.0,,21231.0
macon,3711,sortant,I,V,D2,0.07,139.7,21.0,1.0,,21231.0
macon,3719,entrant,I,C,D3,0.01,204.6,90.0,1.0,,90010.0
macon,3719,entrant,I,V,D3,0.0,204.6,90.0,1.0,,90010.0
macon,3719,sortant,I,C,D3,0.01,202.8,90.0,1.0,,90010.0
macon,3719,sortant,I,V,D3,0.0,202.8,90.0,1.0,,90010.0
macon,3722,entrant,I,C,D2,0.26,126.7,21.0,1.0,,21231.0
macon,3722,entrant,I,V,D2,0.08,126.7,21.0,1.0,,21231.0
macon,3722,sortant,I,C,D2,0.33,129.8,21.0,1.0,,21231.0
macon,3722,sortant,I,V,D2,0.17,138.6,21.0,1.0,,21231.0
macon,3732,entrant,I,C,D2,0.02,117.0,39.0,1.0,,39478.0
macon,3732,entrant,I,V,D2,0.01,117.0,39.0,1.0,,39478.0
macon,3732,sortant,I,C,D2,0.25,115.1,39.0,1.0,,39478.0
macon,3732,sortant,I,V,D2,0.31,115.1,39.0,1.0,,39478.0
macon,3736,entrant,I,C,D2,0.2,126.4,21.0,1.0,,21231.0
macon,3736,entrant,I,V,D2,0.07,126.4,21.0,1.0,,21231.0
macon,3736,sortant,I,C,D2,0.22,130.1,21.0,1.0,,21231.0
macon,3736,sortant,I,V,D2,0.11,139.0,21.0,1.0,,21231.0
macon,3747,entrant,I,C,D2,0.15,155.3,25.0,1.0,,25056.0
macon,3747,entrant,I,V,D2,0.1,155.3,25.0,1.0,,25056.0
macon,3747,sortant,I,C,D2,0.24,154.5,25.0,1.0,,25056.0
macon,3747,sortant,I,V,D2,0.08,154.5,25.0,1.0,,25056.0
macon,3750,sortant,I,C,D2,0.02,122.6,58.0,1.0,,58095.0
macon,3750,sortant,I,V,D2,0.02,122.6,58.0,1.0,,58095.0
macon,3751,sortant,I,C,D2,0.76,118.1,39.0,1.0,,39543.0
macon,3751,sortant,I,V,D2,1.03,118.1,39.0,1.0,,39543.0
macon,3752,entrant,I,C,D2,0.03,145.1,58.0,1.0,,58030.0
macon,3752,entrant,I,V,D2,0.01,145.1,58.0,1.0,,58030.0
macon,3752,sortant,I,C,D2,0.02,145.1,58.0,1.0,,58030.0
macon,3752,sortant,I,V,D2,0.01,145.1,58.0,1.0,,58030.0
macon,3754,entrant,I,V,D2,0.0,114.9,71.0,1.0,,71076.0
macon,3754,sortant,I,C,D2,0.0,104.2,71.0,1.0,,71076.0
macon,3754,sortant,I,V,D2,0.0,104.2,71.0,1.0,,71076.0
macon,3755,entrant,I,V,D2,0.01,116.4,71.0,1.0,,71076.0
macon,3755,sortant,I,C,D2,0.02,105.7,71.0,1.0,,71076.0
macon,3755,sortant,I,V,D2,0.03,105.7,71.0,1.0,,71076.0
macon,3767,entrant,I,C,D3,0.14,250.8,89.0,1.0,,89348.0
macon,3767,entrant,I,V,D3,0.01,250.8,89.0,1.0,,89348.0
macon,3779,entrant,I,C,D2,0.48,130.2,21.0,1.0,,21171.0
macon,3779,entrant,I,V,D2,0.22,130.2,21.0,1.0,,21171.0
macon,3779,sortant,I,C,D2,0.31,129.1,21.0,1.0,,21171.0
macon,3779,sortant,I,V,D2,0.29,129.1,21.0,1.0,,21171.0
macon,3788,entrant,I,C,D3,0.16,234.5,89.0,1.0,,89345.0
macon,3788,entrant,I,V,D3,0.04,234.5,89.0,1.0,,89345.0
macon,3788,sortant,I,C,D2,0.01,178.6,89.0,1.0,,89345.0
macon,3788,sortant,I,C,D3,0.12,234.8,89.0,1.0,,89345.0
macon,3788,sortant,I,V,D2,0.01,178.6,89.0,1.0,,89345.0
macon,3788,sortant,I,V,D3,0.08,234.8,89.0,1.0,,89345.0
macon,3789,sortant,I,C,D2,0.02,109.7,71.0,1.0,,71176.0
macon,3789,sortant,I,V,D2,0.02,109.7,71.0,1.0,,71176.0
macon,3790,entrant,I,C,D2,0.03,118.5,58.0,1.0,,58280.0
macon,3790,entrant,I,V,D2,0.38,139.2,58.0,1.0,,58280.0
macon,3790,sortant,I,C,D2,0.0,136.1,58.0,1.0,,58280.0
macon,3790,sortant,I,V,D2,0.0,136.1,58.0,1.0,,58280.0
macon,3794,entrant,I,V,D2,0.02,113.5,71.0,1.0,,71153.0
macon,3794,sortant,I,C,D2,0.02,112.5,71.0,1.0,,71153.0
macon,3794,sortant,I,V,D2,0.03,112.5,71.0,1.0,,71153.0
macon,3798,sortant,I,C,D2,0.05,115.8,58.0,1.0,,58144.0
macon,3798,sortant,I,V,D2,0.04,115.8,58.0,1.0,,58144.0
macon,3804,entrant,I,V,D2,0.01,154.8,58.0,1.0,,58149.0
macon,3805,entrant,I,C,D2,0.02,190.8,25.0,1.0,,25547.0
macon,3805,entrant,I,C,D3,0.05,271.0,25.0,1.0,,25547.0
macon,3805,entrant,I,V,D2,0.01,190.8,25.0,1.0,,25547.0
macon,3805,entrant,I,V,D3,0.03,271.0,25.0,1.0,,25547.0
macon,3805,sortant,I,C,D3,0.39,235.4,25.0,1.0,,25547.0
macon,3805,sortant,I,V,D3,0.12,235.4,25.0,1.0,,25547.0
macon,3809,entrant,I,C,D2,0.03,111.3,21.0,1.0,,21126.0
macon,3809,entrant,I,V,D2,0.01,111.3,21.0,1.0,,21126.0
macon,3809,sortant,I,C,D2,0.42,128.2,21.0,1.0,,21126.0
macon,3809,sortant,I,V,D2,0.52,128.2,21.0,1.0,,21126.0
macon,3810,entrant,I,C,D2,0.02,177.6,89.0,1.0,,89246.0
macon,3810,entrant,I,V,D2,0.0,177.6,89.0,1.0,,89246.0
macon,3819,sortant,I,C,D2,0.04,123.2,25.0,1.0,,25376.0
macon,3819,sortant,I,V,D2,0.01,123.2,25.0,1.0,,25376.0
macon,3833,entrant,I,C,D2,0.09,156.6,25.0,1.0,,25056.0
macon,3833,entrant,I,V,D2,0.06,156.6,25.0,1.0,,25056.0
macon,3833,sortant,I,C,D2,0.15,155.8,25.0,1.0,,25056.0
macon,3833,sortant,I,V,D2,0.05,155.8,25.0,1.0,,25056.0
macon,3834,entrant,I,C,D2,0.03,191.8,89.0,1.0,,89206.0
macon,3834,entrant,I,C,D3,0.13,272.3,89.0,1.0,,89206.0
macon,3834,entrant,I,V,D2,0.01,191.8,89.0,1.0,,89206.0
macon,3834,entrant,I,V,D3,0.0,272.3,89.0,1.0,,89206.0
macon,3834,sortant,I,C,D2,0.04,190.6,89.0,1.0,,89206.0
macon,3834,sortant,I,C,D3,0.05,265.2,89.0,1.0,,89206.0
macon,3834,sortant,I,V,D2,0.03,190.6,89.0,1.0,,89206.0
macon,3834,sortant,I,V,D3,0.01,265.2,89.0,1.0,,89206.0
macon,3844,entrant,I,C,D2,0.66,115.3,21.0,1.0,,21585.0
macon,3844,entrant,I,V,D2,0.34,115.3,21.0,1.0,,21585.0
macon,3844,sortant,I,C,D2,0.43,115.2,21.0,1.0,,21585.0
macon,3844,sortant,I,V,D2,0.53,115.2,21.0,1.0,,21585.0
macon,3850,entrant,I,C,D2,0.03,155.4,21.0,1.0,,21179.0
macon,3850,entrant,I,V,D2,0.01,155.4,21.0,1.0,,21179.0
macon,3851,entrant,I,C,D2,0.15,157.3,25.0,1.0,,25056.0
macon,3851,entrant,I,V,D2,0.1,157.3,25.0,1.0,,25056.0
macon,3851,sortant,I,C,D2,0.24,156.8,25.0,1.0,,25056.0
macon,3851,sortant,I,V,D2,0.08,156.8,25.0,1.0,,25056.0
macon,3856,entrant,I,C,D2,0.11,151.2,21.0,1.0,,21525.0
macon,3856,entrant,I,V,D2,0.02,151.2,21.0,1.0,,21525.0
macon,3856,sortant,I,C,D2,0.04,137.5,21.0,1.0,,21525.0
macon,3856,sortant,I,V,D2,0.03,137.5,21.0,1.0,,21525.0
macon,3857,sortant,I,C,D2,0.19,162.1,25.0,1.0,,25411.0
macon,3857,sortant,I,V,D2,0.06,162.1,25.0,1.0,,25411.0
macon,3860,entrant,I,C,D2,0.85,193.8,58.0,1.0,,58079.0
macon,3860,entrant,I,V,D2,0.45,193.8,58.0,1.0,,58079.0
macon,3860,sortant,I,C,D2,0.09,163.3,58.0,1.0,,58079.0
macon,3860,sortant,I,V,D2,0.09,163.3,58.0,1.0,,58079.0
macon,3867,entrant,I,C,D2,0.02,153.6,58.0,1.0,,58303.0
macon,3867,entrant,I,V,D2,0.01,153.6,58.0,1.0,,58303.0
macon,3869,entrant,I,C,D2,0.02,126.6,25.0,1.0,,25532.0
macon,3869,entrant,I,V,D2,0.02,126.6,25.0,1.0,,25532.0
macon,3869,sortant,I,C,D2,0.03,123.8,25.0,1.0,,25532.0
macon,3869,sortant,I,V,D2,0.01,123.8,25.0,1.0,,25532.0
macon,3873,entrant,I,C,D2,0.14,154.8,25.0,1.0,,25056.0
macon,3873,entrant,I,V,D2,0.09,154.8,25.0,1.0,,25056.0
macon,3873,sortant,I,C,D2,0.22,154.2,25.0,1.0,,25056.0
macon,3873,sortant,I,V,D2,0.07,154.2,25.0,1.0,,25056.0
macon,3876,entrant,I,C,D2,0.19,155.6,25.0,1.0,,25056.0
macon,3876,entrant,I,V,D2,0.13,155.6,25.0,1.0,,25056.0
macon,3876,sortant,I,C,D2,0.3,154.8,25.0,1.0,,25056.0
macon,3876,sortant,I,V,D2,0.1,154.8,25.0,1.0,,25056.0
macon,3878,sortant,I,C,D3,0.5,301.6,89.0,1.0,,89354.0
macon,3878,sortant,I,V,D3,0.08,301.6,89.0,1.0,,89354.0
macon,3883,entrant,I,C,D2,0.13,153.1,25.0,1.0,,25462.0
macon,3883,entrant,I,V,D2,0.09,153.1,25.0,1.0,,25462.0
macon,3883,sortant,I,C,D2,0.15,154.2,25.0,1.0,,25462.0
macon,3883,sortant,I,V,D2,0.05,154.2,25.0,1.0,,25462.0
macon,3887,entrant,I,C,D2,0.02,186.6,89.0,1.0,,89257.0
macon,3887,entrant,I,V,D2,0.0,186.6,89.0,1.0,,89257.0
macon,3887,sortant,I,C,D3,0.17,242.6,89.0,1.0,,89257.0
macon,3887,sortant,I,V,D3,0.12,242.6,89.0,1.0,,89257.0
macon,3889,entrant,I,C,D2,0.18,127.1,21.0,1.0,,21231.0
macon,3889,entrant,I,V,D2,0.07,127.1,21.0,1.0,,21231.0
macon,3889,sortant,I,C,D2,0.16,132.1,21.0,1.0,,21231.0
macon,3889,sortant,I,V,D2,0.08,141.1,21.0,1.0,,21231.0
macon,3893,sortant,I,C,D2,0.76,114.1,39.0,1.0,,39182.0
macon,3893,sortant,I,V,D2,1.03,114.1,39.0,1.0,,39182.0
macon,3895,sortant,I,C,D2,0.8,146.6,39.0,1.0,,39470.0
macon,3895,sortant,I,V,D2,1.08,146.6,39.0,1.0,,39470.0
macon,3903,entrant,I,C,D2,0.12,114.8,39.0,1.0,,39097.0
macon,3903,entrant,I,V,D2,0.11,114.8,39.0,1.0,,39097.0
macon,3903,sortant,I,C,D2,0.06,127.8,39.0,1.0,,39097.0
macon,3903,sortant,I,V,D2,0.05,127.8,39.0,1.0,,39097.0
macon,3907,entrant,I,C,D3,0.0,205.0,90.0,1.0,,90010.0
macon,3907,sortant,I,C,D3,0.0,202.9,90.0,1.0,,90010.0
macon,3908,entrant,I,C,D2,0.04,121.9,25.0,1.0,,25041.0
macon,3908,entrant,I,V,D2,0.03,121.9,25.0,1.0,,25041.0
macon,3923,entrant,I,C,D2,0.04,165.9,89.0,1.0,,89024.0
macon,3923,entrant,I,C,D3,0.48,223.4,89.0,1.0,,89024.0
macon,3923,entrant,I,V,D2,0.01,165.9,89.0,1.0,,89024.0
macon,3923,entrant,I,V,D3,0.05,223.4,89.0,1.0,,89024.0
macon,3923,sortant,I,C,D2,0.03,166.3,89.0,1.0,,89024.0
macon,3923,sortant,I,C,D3,0.2,224.4,89.0,1.0,,89024.0
macon,3923,sortant,I,V,D2,0.02,166.3,89.0,1.0,,89024.0
macon,3923,sortant,I,V,D3,0.08,224.4,89.0,1.0,,89024.0
macon,3932,entrant,I,C,D2,0.01,106.5,21.0,1.0,,21423.0
macon,3932,entrant,I,V,D2,0.0,106.5,21.0,1.0,,21423.0
macon,3932,sortant,I,C,D2,0.01,112.4,21.0,1.0,,21423.0
macon,3932,sortant,I,V,D2,0.0,112.4,21.0,1.0,,21423.0
macon,3937,entrant,I,C,D2,0.32,125.5,21.0,1.0,,21231.0
macon,3937,entrant,I,V,D2,0.12,125.5,21.0,1.0,,21231.0
macon,3937,sortant,I,C,D2,0.29,130.5,21.0,1.0,,21231.0
macon,3937,sortant,I,V,D2,0.15,139.4,21.0,1.0,,21231.0
macon,3943,sortant,I,C,D2,0.02,186.0,70.0,1.0,,70343.0
macon,3943,sortant,I,V,D2,0.0,186.0,70.0,1.0,,70343.0
macon,3946,entrant,I,C,D2,0.03,167.8,89.0,1.0,,89024.0
macon,3946,entrant,I,C,D3,0.39,225.3,89.0,1.0,,89024.0
macon,3946,entrant,I,V,D2,0.01,167.8,89.0,1.0,,89024.0
macon,3946,entrant,I,V,D3,0.04,225.3,89.0,1.0,,89024.0
macon,3946,sortant,I,C,D2,0.02,168.0,89.0,1.0,,89024.0
macon,3946,sortant,I,C,D3,0.16,226.1,89.0,1.0,,89024.0
macon,3946,sortant,I,V,D2,0.02,168.0,89.0,1.0,,89024.0
macon,3946,sortant,I,V,D3,0.06,226.1,89.0,1.0,,89024.0
macon,3956,sortant,I,C,D2,0.03,106.4,71.0,1.0,,71176.0
macon,3956,sortant,I,V,D2,0.04,106.4,71.0,1.0,,71176.0
macon,3962,entrant,I,C,D2,0.36,126.4,21.0,1.0,,21231.0
macon,3962,entrant,I,V,D2,0.13,126.4,21.0,1.0,,21231.0
macon,3962,sortant,I,C,D2,0.38,130.4,21.0,1.0,,21231.0
macon,3962,sortant,I,V,D2,0.2,139.3,21.0,1.0,,21231.0
