cordon,zone_ext,direction,flux_type,charge,classe_distance,nb_pl_jour,distance_km,dep_ext,reg_ext,mz_ext,com_ext
chalon,7416,sortant,I,V,D3,0.74,232.4,,,,
chalon,7426,entrant,I,C,D3,0.31,218.5,,,,
chalon,7426,entrant,I,V,D3,0.01,218.5,,,,
chalon,7426,sortant,I,C,D3,0.26,217.8,,,,
chalon,7426,sortant,I,V,D3,0.05,217.8,,,,
chalon,7428,entrant,I,C,D2,0.09,117.2,,,,
chalon,7428,entrant,I,V,D2,0.03,117.2,,,,
chalon,7459,sortant,I,C,D3,0.35,271.7,,,,
chalon,7459,sortant,I,V,D3,0.03,271.7,,,,
chalon,7460,entrant,I,C,D2,0.19,106.8,,,,
chalon,7460,entrant,I,V,D2,0.15,106.8,,,,
chalon,7460,sortant,I,V,D2,0.15,107.0,,,,
chalon,7463,sortant,I,C,D3,0.05,229.5,,,,
chalon,7463,sortant,I,V,D3,0.01,229.5,,,,
chalon,7464,entrant,I,C,D2,0.01,176.1,,,,
chalon,7464,entrant,I,V,D2,0.01,176.1,,,,
chalon,7464,sortant,I,C,D2,0.01,176.1,,,,
chalon,7464,sortant,I,V,D2,0.01,176.1,,,,
chalon,7478,entrant,I,C,D2,0.05,103.2,,,,
chalon,7478,entrant,I,V,D2,0.08,103.2,,,,
chalon,7495,entrant,I,C,D3,0.02,254.4,,,,
chalon,7495,entrant,I,V,D3,0.01,254.4,,,,
chalon,7499,sortant,I,V,D2,0.06,121.7,,,,
chalon,7501,entrant,I,C,D3,0.01,274.9,,,,
chalon,7501,entrant,I,V,D3,0.0,274.9,,,,
chalon,7504,sortant,I,C,D2,0.0,123.6,,,,
chalon,7504,sortant,I,V,D2,0.0,123.6,,,,
chalon,7523,entrant,I,C,D2,0.04,124.2,,,,
chalon,7523,entrant,I,V,D2,0.04,124.2,,,,
chalon,7523,sortant,I,C,D2,0.04,125.0,,,,
chalon,7523,sortant,I,V,D2,0.02,125.0,,,,
chalon,7539,entrant,I,C,D3,0.01,287.2,,,,
chalon,7539,entrant,I,V,D3,0.01,287.2,,,,
chalon,7539,sortant,I,C,D3,0.0,200.1,,,,
chalon,7539,sortant,I,V,D3,0.0,200.1,,,,
chalon,7543,entrant,I,C,D2,1.21,139.3,,,,
chalon,7543,entrant,I,V,D2,1.1,139.3,,,,
chalon,7543,sortant,I,C,D2,0.87,135.7,,,,
chalon,7543,sortant,I,V,D2,0.48,135.7,,,,
chalon,7546,entrant,I,C,D2,0.69,156.7,,,,
chalon,7546,entrant,I,V,D2,0.98,156.7,,,,
chalon,7546,sortant,I,V,D2,0.68,156.3,,,,
chalon,7556,entrant,I,C,D2,0.08,155.1,,,,
chalon,7556,entrant,I,V,D2,0.08,155.1,,,,
chalon,7571,entrant,I,C,D2,0.04,173.0,,,,
chalon,7571,entrant,I,V,D2,0.04,173.0,,,,
chalon,7572,entrant,I,C,D2,0.05,175.9,,,,
chalon,7572,entrant,I,V,D2,0.05,175.9,,,,
chalon,7572,sortant,I,C,D2,0.05,176.1,,,,
chalon,7572,sortant,I,V,D2,0.03,176.1,,,,
chalon,7582,entrant,I,C,D2,0.7,107.1,,,,
chalon,7582,entrant,I,V,D2,1.0,107.1,,,,
chalon,7587,sortant,I,C,D2,0.02,139.9,,,,
chalon,7587,sortant,I,V,D2,0.02,139.9,,,,
chalon,7593,entrant,I,C,D2,0.01,130.0,,,,
chalon,7593,entrant,I,V,D2,0.01,130.0,,,,
chalon,7622,sortant,I,C,D3,0.03,237.0,,,,
chalon,7622,sortant,I,V,D3,0.06,237.0,,,,
chalon,7625,sortant,I,C,D3,0.01,201.7,,,,
chalon,7625,sortant,I,V,D3,0.01,201.7,,,,
chalon,7628,entrant,I,C,D3,0.49,259.2,,,,
chalon,7628,entrant,I,V,D3,0.04,259.2,,,,
chalon,7628,sortant,I,C,D3,0.03,255.1,,,,
chalon,7628,sortant,I,V,D3,0.0,255.1,,,,
chalon,7632,sortant,I,C,D3,0.04,266.2,,,,
chalon,7632,sortant,I,V,D3,0.0,266.2,,,,
chalon,7637,entrant,I,C,D3,0.03,239.9,,,,
chalon,7637,entrant,I,V,D3,0.0,239.9,,,,
chalon,7637,sortant,I,C,D3,0.04,239.9,,,,
chalon,7637,sortant,I,V,D3,0.0,239.9,,,,
chalon,7639,entrant,I,C,D2,0.02,122.8,,,,
chalon,7639,entrant,I,V,D2,0.01,122.1,,,,
chalon,7647,entrant,I,C,D3,0.32,220.2,,,,
chalon,7647,entrant,I,V,D3,0.02,220.2,,,,
chalon,7647,sortant,I,C,D3,0.22,216.0,,,,
chalon,7647,sortant,I,V,D3,0.16,216.0,,,,
chalon,7653,entrant,I,C,D2,0.06,117.0,,,,
chalon,7653,entrant,I,V,D2,0.08,117.0,,,,
chalon,7653,sortant,I,V,D2,0.06,117.1,,,,
chalon,7660,sortant,I,C,D2,0.01,179.1,,,,
chalon,7660,sortant,I,V,D2,0.0,179.1,,,,
chalon,7662,entrant,I,C,D3,0.2,226.3,,,,
chalon,7662,entrant,I,V,D3,0.03,226.3,,,,
chalon,7677,entrant,I,C,D3,0.89,254.5,,,,
chalon,7677,sortant,I,C,D3,0.77,254.6,,,,
chalon,7677,sortant,I,V,D3,0.03,230.8,,,,
chalon,7682,entrant,I,C,D3,0.22,242.7,,,,
chalon,7682,entrant,I,V,D3,0.01,242.7,,,,
chalon,7695,sortant,I,C,D2,0.01,113.6,,,,
chalon,7695,sortant,I,V,D2,0.0,113.6,,,,
chalon,7701,entrant,I,C,D2,0.1,162.3,,,,
chalon,7701,entrant,I,C,D3,0.08,255.5,,,,
chalon,7701,entrant,I,V,D2,0.08,162.3,,,,
chalon,7701,entrant,I,V,D3,0.04,255.5,,,,
chalon,7722,entrant,I,C,D3,0.03,203.5,,,,
chalon,7722,entrant,I,V,D3,0.0,203.5,,,,
chalon,7738,sortant,I,C,D3,0.03,242.2,,,,
chalon,7749,entrant,I,C,D3,0.06,233.7,,,,
chalon,7749,entrant,I,V,D3,0.0,233.7,,,,
chalon,7749,sortant,I,C,D3,0.05,233.4,,,,
chalon,7749,sortant,I,V,D3,0.0,233.4,,,,
chalon,7751,entrant,I,C,D2,0.12,151.8,,,,
chalon,7751,entrant,I,V,D2,0.18,151.8,,,,
chalon,7765,entrant,I,C,D2,0.08,115.9,,,,
chalon,7765,entrant,I,V,D2,0.04,115.9,,,,
chalon,7765,sortant,I,C,D2,0.35,115.6,,,,
chalon,7765,sortant,I,V,D2,0.04,115.6,,,,
chalon,7767,entrant,I,C,D3,0.67,265.6,,,,
chalon,7767,entrant,I,V,D3,0.21,265.6,,,,
chalon,7776,entrant,I,C,D2,0.06,134.5,,,,
chalon,7776,entrant,I,V,D2,0.08,134.5,,,,
chalon,7776,sortant,I,V,D2,0.02,134.7,,,,
chalon,7780,entrant,I,C,D3,0.04,222.0,,,,
chalon,7780,entrant,I,V,D3,0.0,222.0,,,,
chalon,7795,sortant,I,C,D2,0.01,198.2,,,,
chalon,7795,sortant,I,C,D3,0.05,283.3,,,,
chalon,7795,sortant,I,V,D2,0.01,198.2,,,,
chalon,7795,sortant,I,V,D3,0.01,283.3,,,,
chalon,7802,entrant,I,C,D2,0.05,119.6,,,,
chalon,7802,entrant,I,V,D2,0.05,119.6,,,,
chalon,7808,entrant,I,C,D2,0.61,127.6,,,,
chalon,7808,entrant,I,V,D2,0.63,127.6,,,,
chalon,7808,sortant,I,C,D2,0.11,120.9,,,,
chalon,7808,sortant,I,V,D2,0.06,120.9,,,,
chalon,7811,entrant,I,C,D2,0.15,177.5,,,,
chalon,7811,entrant,I,V,D2,0.03,177.5,,,,
chalon,7827,entrant,I,C,D2,0.37,184.8,,,,
chalon,7827,entrant,I,C,D3,0.03,257.7,,,,
chalon,7827,entrant,I,V,D2,0.28,184.8,,,,
chalon,7827,entrant,I,V,D3,0.0,257.7,,,,
chalon,7827,sortant,I,C,D2,0.34,184.4,,,,
chalon,7827,sortant,I,V,D2,0.29,184.4,,,,
chalon,7830,entrant,I,C,D3,0.57,295.1,,,,
chalon,7840,entrant,I,C,D3,0.04,222.8,,,,
chalon,7840,entrant,I,V,D3,0.01,222.8,,,,
chalon,7865,entrant,I,C,D2,0.49,128.7,,,,
chalon,7865,entrant,I,V,D2,0.39,128.7,,,,
chalon,7865,sortant,I,C,D2,0.18,142.3,,,,
chalon,7865,sortant,I,V,D2,0.1,142.3,,,,
chalon,7874,sortant,I,C,D2,0.2,160.0,,,,
chalon,7874,sortant,I,V,D2,0.03,160.0,,,,
chalon,7875,sortant,I,C,D2,0.61,145.1,,,,
chalon,7875,sortant,I,V,D2,0.34,145.1,,,,
chalon,7892,sortant,I,V,D2,0.12,113.7,,,,
chalon,7902,sortant,I,C,D2,0.0,198.5,,,,
chalon,7902,sortant,I,C,D3,0.0,201.9,,,,
chalon,7902,sortant,I,V,D2,0.0,198.5,,,,
chalon,7902,sortant,I,V,D3,0.0,201.9,,,,
chalon,7920,entrant,I,C,D2,1.17,113.4,,,,
chalon,7920,entrant,I,V,D2,1.67,113.4,,,,
chalon,7920,sortant,I,C,D2,0.56,133.8,,,,
chalon,7920,sortant,I,V,D2,1.37,119.5,,,,
chalon,7953,sortant,I,C,D2,0.11,193.4,,,,
chalon,7953,sortant,I,V,D2,0.06,193.4,,,,
chalon,7954,sortant,I,C,D3,0.08,286.7,,,,
chalon,7954,sortant,I,V,D3,0.01,286.7,,,,
chalon,7963,entrant,I,C,D2,0.05,101.7,,,,
chalon,7963,entrant,I,V,D2,0.08,101.7,,,,
chalon,7977,sortant,I,C,D2,0.63,132.3,,,,
chalon,7977,sortant,I,V,D2,0.26,132.3,,,,
chalon,7979,entrant,I,C,D2,0.74,151.4,,,,
chalon,7979,entrant,I,V,D2,1.05,151.4,,,,
chalon,7979,sortant,I,V,D2,0.88,148.2,,,,
chalon,7980,sortant,I,C,D3,0.31,249.8,,,,
chalon,7980,sortant,I,V,D3,0.11,249.8,,,,
chalon,8001,entrant,I,C,D2,0.05,118.4,,,,
chalon,8001,entrant,I,V,D2,0.06,118.4,,,,
chalon,8004,sortant,I,V,D2,0.04,121.8,,,,
chalon,8005,sortant,I,C,D2,0.01,199.4,,,,
chalon,8005,sortant,I,V,D2,0.03,199.4,,,,
chalon,8007,entrant,I,C,D3,0.48,225.4,,,,
chalon,8007,entrant,I,V,D3,0.22,225.4,,,,
chalon,8010,entrant,I,C,D3,0.01,206.1,,,,
chalon,8010,entrant,I,V,D3,0.01,206.1,,,,
chalon,8011,entrant,I,C,D2,0.15,169.0,,,,
chalon,8011,entrant,I,V,D2,0.15,169.0,,,,
chalon,8011,sortant,I,C,D2,0.11,168.9,,,,
chalon,8011,sortant,I,V,D2,0.06,168.9,,,,
chalon,8024,entrant,I,C,D3,0.12,235.6,,,,
chalon,8024,entrant,I,V,D3,0.05,235.6,,,,
chalon,8024,sortant,I,C,D3,0.17,289.0,,,,
chalon,8024,sortant,I,V,D3,0.11,289.0,,,,
chalon,8025,entrant,I,C,D2,0.36,142.5,,,,
chalon,8025,entrant,I,V,D2,0.03,142.5,,,,
chalon,8025,sortant,I,C,D2,0.14,139.0,,,,
chalon,8025,sortant,I,V,D2,0.33,139.0,,,,
chalon,8043,entrant,I,C,D2,0.68,123.9,,,,
chalon,8043,entrant,I,V,D2,0.96,123.9,,,,
chalon,8043,sortant,I,V,D2,0.67,123.6,,,,
chalon,8046,sortant,I,C,D3,0.0,212.7,,,,
chalon,8046,sortant,I,V,D3,0.0,212.7,,,,
chalon,8058,entrant,E,C,D4,5.9,496.7,,,,
chalon,8058,entrant,E,V,D4,0.0,448.3,,,,
chalon,8058,sortant,E,C,D4,0.19,499.8,,,,
chalon,8058,sortant,E,V,D4,0.0,448.9,,,,
chalon,8059,entrant,E,C,D4,0.47,906.5,,,,
chalon,8060,entrant,E,C,D4,8.54,562.7,,,,
chalon,8060,sortant,E,C,D4,5.04,563.6,,,,
chalon,8062,entrant,E,C,D4,6.29,936.8,,,,
chalon,8062,entrant,E,V,D4,0.02,895.8,,,,
chalon,8062,sortant,E,C,D4,7.64,935.7,,,,
chalon,8062,sortant,E,V,D4,0.06,896.8,,,,
chalon,8064,entrant,E,C,D5,0.03,1058.7,,,,
chalon,8064,sortant,E,C,D5,0.01,1060.2,,,,
chalon,8066,entrant,E,C,D4,3.95,508.2,,,,
chalon,8066,entrant,E,V,D4,0.01,464.5,,,,
chalon,8066,sortant,E,C,D4,7.67,507.4,,,,
chalon,8066,sortant,E,V,D4,0.14,466.2,,,,
chalon,8068,entrant,E,C,D3,1.36,379.0,,,,
chalon,8068,entrant,E,C,D4,0.79,419.4,,,,
chalon,8068,sortant,E,C,D3,0.94,378.9,,,,
chalon,8068,sortant,E,C,D4,0.48,420.8,,,,
chalon,8069,entrant,E,C,D4,4.49,667.8,,,,
chalon,8069,sortant,E,C,D4,3.2,668.9,,,,
chalon,8070,entrant,E,C,D5,0.12,1101.3,,,,
chalon,8071,entrant,E,C,D5,1.1,1119.0,,,,
chalon,8071,sortant,E,C,D5,0.04,1139.3,,,,
chalon,8073,entrant,E,C,D5,0.0,1197.0,,,,
chalon,8073,sortant,E,C,D5,0.02,1262.5,,,,
chalon,8074,entrant,E,C,D4,0.03,732.0,,,,
chalon,8074,sortant,E,C,D4,0.02,730.7,,,,
chalon,8076,entrant,E,C,D4,0.03,727.9,,,,
chalon,8076,sortant,E,C,D4,0.03,731.2,,,,
chalon,8077,entrant,E,C,D3,0.1,386.8,,,,
chalon,8077,entrant,E,C,D4,0.59,421.2,,,,
chalon,8077,entrant,E,V,D3,0.16,386.9,,,,
chalon,8077,entrant,E,V,D4,0.79,421.2,,,,
chalon,8077,sortant,E,C,D3,0.47,388.3,,,,
chalon,8077,sortant,E,C,D4,1.17,420.8,,,,
chalon,8077,sortant,E,V,D3,0.0,362.9,,,,
chalon,8077,sortant,E,V,D4,0.29,418.7,,,,
macon,7,entrant,I,C,D2,0.09,172.2,70.0,1.0,16.0,70550.0
macon,7,entrant,I,C,D3,0.09,211.9,70.0,1.0,16.0,70550.0
macon,7,entrant,I,V,D2,0.06,172.2,70.0,1.0,16.0,70550.0
macon,7,entrant,I,V,D3,0.01,211.9,70.0,1.0,16.0,70550.0
macon,7,sortant,I,C,D2,0.14,164.0,70.0,1.0,16.0,70550.0
macon,7,sortant,I,C,D3,0.05,203.9,70.0,1.0,16.0,70550.0
macon,7,sortant,I,V,D2,0.08,164.0,70.0,1.0,16.0,70550.0
macon,7,sortant,I,V,D3,0.01,203.9,70.0,1.0,16.0,70550.0
macon,8,entrant,I,C,D2,1.2,123.2,21.0,1.0,27.0,21355.0
macon,8,entrant,I,V,D2,0.51,123.2,21.0,1.0,27.0,21355.0
macon,8,sortant,I,C,D2,0.69,121.2,21.0,1.0,27.0,21355.0
macon,8,sortant,I,V,D2,0.68,121.2,21.0,1.0,27.0,21355.0
macon,9,sortant,I,C,D2,0.5,191.2,89.0,1.0,34.0,89197.0
macon,9,sortant,I,V,D2,0.08,191.2,89.0,1.0,34.0,89197.0
macon,28,entrant,I,C,D2,0.18,126.5,21.0,1.0,27.0,21231.0
macon,28,entrant,I,V,D2,0.06,126.5,21.0,1.0,27.0,21231.0
macon,28,sortant,I,C,D2,0.2,130.4,21.0,1.0,27.0,21231.0
macon,28,sortant,I,V,D2,0.1,139.3,21.0,1.0,27.0,21231.0
macon,35,sortant,I,C,D2,0.03,184.9,70.0,1.0,,70561.0
macon,35,sortant,I,V,D2,0.0,184.9,70.0,1.0,,70561.0
macon,37,entrant,I,C,D2,0.13,125.0,21.0,1.0,27.0,21231.0
macon,37,entrant,I,V,D2,0.04,125.0,21.0,1.0,27.0,21231.0
macon,37,sortant,I,C,D2,0.15,128.6,21.0,1.0,27.0,21231.0
macon,37,sortant,I,V,D2,0.07,140.2,21.0,1.0,27.0,21231.0
macon,38,entrant,I,C,D2,0.02,154.7,58.0,1.0,1.0,58303.0
macon,38,entrant,I,V,D2,0.01,154.7,58.0,1.0,1.0,58303.0
macon,42,entrant,I,C,D3,0.0,201.6,90.0,1.0,17.0,90010.0
macon,42,entrant,I,V,D3,0.0,201.6,90.0,1.0,17.0,90010.0
macon,42,sortant,I,C,D2,0.0,200.0,90.0,1.0,17.0,90010.0
macon,42,sortant,I,V,D2,0.0,200.0,90.0,1.0,17.0,90010.0
macon,45,sortant,I,C,D2,0.01,188.5,58.0,1.0,10.0,58086.0
macon,45,sortant,I,V,D2,0.01,188.5,58.0,1.0,10.0,58086.0
macon,50,sortant,I,C,D2,0.0,104.4,21.0,1.0,27.0,21390.0
macon,50,sortant,I,V,D2,0.0,104.4,21.0,1.0,27.0,21390.0
macon,51,entrant,I,C,D3,0.0,202.6,90.0,1.0,17.0,90010.0
macon,51,entrant,I,V,D3,0.0,202.6,90.0,1.0,17.0,90010.0
macon,51,sortant,I,C,D3,0.0,200.6,90.0,1.0,17.0,90010.0
macon,51,sortant,I,V,D3,0.0,200.6,90.0,1.0,17.0,90010.0
macon,60,sortant,I,C,D2,0.77,113.4,39.0,1.0,,39389.0
macon,60,sortant,I,V,D2,1.03,113.4,39.0,1.0,,39389.0
macon,61,sortant,I,C,D2,0.0,192.3,70.0,1.0,,70104.0
macon,61,sortant,I,V,D2,0.0,192.3,70.0,1.0,,70104.0
macon,63,entrant,I,C,D2,0.04,110.4,21.0,1.0,3.0,21475.0
macon,63,entrant,I,V,D2,0.02,110.4,21.0,1.0,3.0,21475.0
macon,65,entrant,I,C,D2,0.13,158.8,25.0,1.0,36.0,25056.0
macon,65,entrant,I,V,D2,0.09,158.8,25.0,1.0,36.0,25056.0
macon,65,sortant,I,C,D2,0.2,158.0,25.0,1.0,36.0,25056.0
macon,65,sortant,I,V,D2,0.07,158.0,25.0,1.0,36.0,25056.0
macon,69,entrant,I,V,D2,0.05,100.5,71.0,1.0,21.0,71263.0
macon,71,entrant,I,C,D2,0.19,122.3,21.0,1.0,30.0,21038.0
macon,71,entrant,I,V,D2,0.1,122.3,21.0,1.0,30.0,21038.0
macon,71,sortant,I,C,D2,0.14,122.1,21.0,1.0,30.0,21038.0
macon,71,sortant,I,V,D2,0.16,122.1,21.0,1.0,30.0,21038.0
macon,72,entrant,I,C,D2,0.65,106.3,21.0,1.0,3.0,21564.0
macon,72,entrant,I,V,D2,0.34,106.3,21.0,1.0,3.0,21564.0
macon,73,entrant,I,V,D2,0.17,126.4,71.0,1.0,,71014.0
macon,73,sortant,I,C,D2,0.01,124.8,71.0,1.0,,71014.0
macon,73,sortant,I,V,D2,0.01,124.8,71.0,1.0,,71014.0
macon,92,entrant,I,C,D2,0.03,122.7,21.0,1.0,27.0,21515.0
macon,92,entrant,I,V,D2,0.01,122.7,21.0,1.0,27.0,21515.0
macon,92,sortant,I,C,D2,0.0,131.6,21.0,1.0,27.0,21515.0
macon,92,sortant,I,V,D2,0.0,131.6,21.0,1.0,27.0,21515.0
macon,104,entrant,I,C,D2,0.03,170.3,21.0,1.0,,21425.0
macon,104,entrant,I,V,D2,0.02,170.3,21.0,1.0,,21425.0
macon,104,sortant,I,C,D2,0.01,124.0,21.0,1.0,,21425.0
macon,104,sortant,I,V,D2,0.02,124.0,21.0,1.0,,21425.0
macon,105,entrant,I,V,D2,0.15,118.7,71.0,1.0,,71014.0
macon,105,sortant,I,C,D2,0.03,115.2,71.0,1.0,,71014.0
macon,105,sortant,I,V,D2,0.04,115.2,71.0,1.0,,71014.0
macon,106,entrant,I,C,D2,0.15,152.4,25.0,1.0,36.0,25056.0
macon,106,entrant,I,V,D2,0.1,152.4,25.0,1.0,36.0,25056.0
macon,106,sortant,I,C,D2,0.24,151.3,25.0,1.0,36.0,25056.0
macon,106,sortant,I,V,D2,0.08,151.3,25.0,1.0,36.0,25056.0
macon,113,sortant,I,C,D2,0.02,156.9,89.0,1.0,34.0,89431.0
macon,113,sortant,I,V,D2,0.0,156.9,89.0,1.0,34.0,89431.0
macon,125,sortant,I,C,D2,0.65,161.2,58.0,1.0,1.0,58112.0
macon,125,sortant,I,V,D2,0.59,161.2,58.0,1.0,1.0,58112.0
macon,126,entrant,I,C,D2,0.16,157.4,25.0,1.0,36.0,25056.0
macon,126,entrant,I,V,D2,0.11,157.4,25.0,1.0,36.0,25056.0
macon,126,sortant,I,C,D2,0.25,156.8,25.0,1.0,36.0,25056.0
macon,126,sortant,I,V,D2,0.08,156.8,25.0,1.0,36.0,25056.0
macon,130,entrant,I,C,D2,0.12,193.2,89.0,1.0,33.0,89130.0
macon,130,entrant,I,V,D2,0.0,193.2,89.0,1.0,33.0,89130.0
macon,130,sortant,I,C,D2,0.03,179.9,89.0,1.0,33.0,89130.0
macon,130,sortant,I,V,D2,0.02,179.9,89.0,1.0,33.0,89130.0
macon,139,entrant,I,C,D2,0.55,150.0,89.0,1.0,,89025.0
macon,139,entrant,I,V,D2,0.08,150.0,89.0,1.0,,89025.0
macon,139,sortant,I,C,D2,0.77,170.8,89.0,1.0,,89025.0
macon,139,sortant,I,V,D2,0.35,170.8,89.0,1.0,,89025.0
macon,140,sortant,I,C,D2,0.1,120.8,58.0,1.0,,58046.0
macon,140,sortant,I,V,D2,0.09,120.8,58.0,1.0,,58046.0
macon,146,entrant,I,C,D2,0.12,153.1,25.0,1.0,,25462.0
macon,146,entrant,I,V,D2,0.09,153.1,25.0,1.0,,25462.0
macon,146,sortant,I,C,D2,0.14,154.3,25.0,1.0,,25462.0
macon,146,sortant,I,V,D2,0.05,154.3,25.0,1.0,,25462.0
macon,152,entrant,I,C,D3,0.0,221.9,70.0,1.0,15.0,70323.0
macon,152,entrant,I,V,D3,0.0,221.9,70.0,1.0,15.0,70323.0
macon,152,sortant,I,C,D3,0.0,221.7,70.0,1.0,15.0,70323.0
macon,152,sortant,I,V,D3,0.0,221.7,70.0,1.0,15.0,70323.0
macon,154,entrant,I,C,D2,0.2,125.4,21.0,1.0,27.0,21231.0
macon,154,entrant,I,V,D2,0.07,125.4,21.0,1.0,27.0,21231.0
macon,154,sortant,I,C,D2,0.21,129.4,21.0,1.0,27.0,21231.0
macon,154,sortant,I,V,D2,0.11,138.5,21.0,1.0,27.0,21231.0
macon,158,entrant,I,C,D2,0.73,147.6,21.0,1.0,25.0,21317.0
macon,158,entrant,I,V,D2,0.38,147.6,21.0,1.0,25.0,21317.0
macon,158,sortant,I,C,D2,0.06,129.9,21.0,1.0,25.0,21317.0
macon,158,sortant,I,V,D2,0.07,129.9,21.0,1.0,25.0,21317.0
macon,160,sortant,I,C,D2,0.01,125.5,58.0,1.0,13.0,58118.0
macon,160,sortant,I,V,D2,0.02,125.5,58.0,1.0,13.0,58118.0
macon,164,entrant,I,C,D2,0.1,150.6,58.0,1.0,1.0,58194.0
macon,164,entrant,I,V,D2,0.06,157.9,58.0,1.0,1.0,58194.0
macon,164,sortant,I,C,D2,0.03,154.4,58.0,1.0,1.0,58194.0
macon,164,sortant,I,V,D2,0.03,154.4,58.0,1.0,1.0,58194.0
macon,188,entrant,I,C,D2,0.14,113.0,21.0,1.0,,21054.0
macon,188,entrant,I,V,D2,0.04,113.0,21.0,1.0,,21054.0
macon,188,sortant,I,C,D2,0.12,114.0,21.0,1.0,,21054.0
macon,188,sortant,I,V,D2,0.04,114.0,21.0,1.0,,21054.0
macon,192,entrant,I,C,D2,0.01,167.0,89.0,1.0,6.0,89024.0
macon,192,entrant,I,C,D3,0.07,224.6,89.0,1.0,6.0,89024.0
macon,192,entrant,I,V,D2,0.0,167.0,89.0,1.0,6.0,89024.0
macon,192,entrant,I,V,D3,0.01,224.6,89.0,1.0,6.0,89024.0
macon,192,sortant,I,C,D2,0.0,167.3,89.0,1.0,6.0,89024.0
macon,192,sortant,I,C,D3,0.03,225.4,89.0,1.0,6.0,89024.0
macon,192,sortant,I,V,D2,0.0,167.3,89.0,1.0,6.0,89024.0
macon,192,sortant,I,V,D3,0.01,225.4,89.0,1.0,6.0,89024.0
macon,210,entrant,I,C,D2,0.01,183.7,25.0,1.0,,25282.0
macon,210,entrant,I,V,D2,0.0,183.7,25.0,1.0,,25282.0
macon,216,entrant,I,C,D3,0.0,201.6,90.0,1.0,17.0,90010.0
macon,216,entrant,I,V,D3,0.0,201.6,90.0,1.0,17.0,90010.0
macon,216,sortant,I,C,D2,0.0,199.8,90.0,1.0,17.0,90010.0
macon,216,sortant,I,V,D2,0.0,199.8,90.0,1.0,17.0,90010.0
macon,219,sortant,I,C,D2,0.96,107.4,39.0,1.0,,39434.0
macon,219,sortant,I,V,D2,1.29,107.4,39.0,1.0,,39434.0
macon,220,entrant,I,C,D2,0.0,150.6,21.0,1.0,,21349.0
macon,220,entrant,I,V,D2,0.0,150.6,21.0,1.0,,21349.0
macon,220,sortant,I,C,D2,0.01,108.4,21.0,1.0,,21349.0
macon,220,sortant,I,V,D2,0.01,108.4,21.0,1.0,,21349.0
macon,221,entrant,I,C,D3,0.04,248.5,89.0,1.0,2.0,89387.0
macon,221,entrant,I,V,D3,0.01,248.5,89.0,1.0,2.0,89387.0
macon,221,sortant,I,C,D3,0.08,272.8,89.0,1.0,2.0,89387.0
macon,221,sortant,I,V,D3,0.05,272.8,89.0,1.0,2.0,89387.0
macon,234,entrant,I,C,D2,0.1,154.2,25.0,1.0,,25462.0
macon,234,entrant,I,V,D2,0.07,154.2,25.0,1.0,,25462.0
macon,234,sortant,I,C,D2,0.12,155.4,25.0,1.0,,25462.0
macon,234,sortant,I,V,D2,0.04,155.4,25.0,1.0,,25462.0
macon,249,sortant,I,C,D3,0.0,221.6,89.0,1.0,22.0,89005.0
macon,249,sortant,I,V,D3,0.0,221.6,89.0,1.0,22.0,89005.0
macon,266,entrant,I,C,D2,0.19,156.6,25.0,1.0,36.0,25056.0
macon,266,entrant,I,V,D2,0.13,156.6,25.0,1.0,36.0,25056.0
macon,266,sortant,I,C,D2,0.3,155.9,25.0,1.0,36.0,25056.0
macon,266,sortant,I,V,D2,0.1,155.9,25.0,1.0,36.0,25056.0
macon,271,sortant,I,C,D2,0.02,176.6,70.0,1.0,,70309.0
macon,271,sortant,I,V,D2,0.0,176.6,70.0,1.0,,70309.0
macon,273,entrant,I,V,D2,0.0,116.9,71.0,1.0,20.0,71076.0
macon,273,sortant,I,C,D2,0.0,106.2,71.0,1.0,20.0,71076.0
macon,273,sortant,I,V,D2,0.0,106.2,71.0,1.0,20.0,71076.0
macon,274,entrant,I,C,D2,0.15,115.2,39.0,1.0,,39097.0
macon,274,entrant,I,V,D2,0.14,115.2,39.0,1.0,,39097.0
macon,274,sortant,I,C,D2,0.07,128.0,39.0,1.0,,39097.0
macon,274,sortant,I,V,D2,0.07,128.0,39.0,1.0,,39097.0
macon,276,entrant,I,C,D2,0.29,125.0,21.0,1.0,27.0,21231.0
macon,276,entrant,I,V,D2,0.09,125.0,21.0,1.0,27.0,21231.0
macon,276,sortant,I,C,D2,0.33,129.7,21.0,1.0,27.0,21231.0
macon,276,sortant,I,V,D2,0.14,141.3,21.0,1.0,27.0,21231.0
macon,281,entrant,I,C,D2,0.7,192.3,89.0,1.0,33.0,89277.0
macon,281,entrant,I,C,D3,0.03,201.2,89.0,1.0,33.0,89277.0
macon,281,entrant,I,V,D2,0.18,192.3,89.0,1.0,33.0,89277.0
macon,281,entrant,I,V,D3,0.0,201.2,89.0,1.0,33.0,89277.0
macon,281,sortant,I,C,D2,0.51,192.3,89.0,1.0,33.0,89277.0
macon,281,sortant,I,V,D2,0.36,192.3,89.0,1.0,33.0,89277.0
macon,284,entrant,I,C,D2,0.02,167.6,89.0,1.0,6.0,89024.0
macon,284,entrant,I,C,D3,0.26,225.1,89.0,1.0,6.0,89024.0
macon,284,entrant,I,V,D2,0.01,167.6,89.0,1.0,6.0,89024.0
macon,284,entrant,I,V,D3,0.02,225.1,89.0,1.0,6.0,89024.0
